0,1,2,3,4,5,6,7,8,9,10,11,label
0.6310214295084159,0.6539905442133169,0.6391247730270776,0.6578334422836323,0.5968528924397555,0.4710494801962085,0.4389179715762091,0.46139745722765874,0.4878238765910191,0.5609837270410398,0.5791517605194643,0.5740076083123016,0
0.8966454602852164,0.8933388791785194,0.8506010966202482,0.8926562692521008,0.9287613386310497,0.9188482459130296,0.7773229917838146,0.7156269389924312,0.7079252403624674,0.80384666735838,0.8751322370402065,0.8853551400956428,0
0.4248418138875933,0.4588892515896831,0.44762206252625797,0.44882667713996915,0.44472500461977643,0.4698491926231776,0.4710467901592809,0.4534632948739041,0.4209014719314528,0.4079662447646176,0.3991003073446816,0.4109891711463393,0
0.46093371244370784,0.4531721302910102,0.5119716676092854,0.5943176870514905,0.6024494098085185,0.5449196378993383,0.47126446224631197,0.4306308511907231,0.4256847551711379,0.4043398338816162,0.42741624875916884,0.4799578651605569,0
0.7522657287583575,0.8384152084993606,0.8091422772452328,0.7775239736268533,0.7137588863943575,0.7195731440119413,0.7203178864259426,0.7774711311883757,0.8169271147208219,0.8676022455951932,0.8630576722385358,0.7845795874691717,0
0.7965471160586108,0.7426523426845436,0.676550894022031,0.6871780461850345,0.6527702915447632,0.6145101153602406,0.6566491443007227,0.646665561737034,0.6271633846096376,0.8249655995938124,0.9070910260347457,0.8187531846337954,0
0.8266055269131113,0.8241805690226317,0.8354836642145941,0.797812707645384,0.7704689725061791,0.7342222621823993,0.641483184150745,0.6506388806153829,0.6332573926012605,0.6646596504684389,0.7971835055806452,0.8895879048997366,0
0.7968715634907967,0.81789328230309,0.827670612834709,0.884505426958565,0.9019532378856863,0.9384003113496022,0.9122186708543283,0.8907171508409735,0.8387591239620332,0.8128764779145501,0.7678769420903644,0.7630765175020424,0
0.594659874770955,0.6761363441395427,0.7061550258612221,0.7315449759524836,0.756353869364951,0.8000348952227878,0.7829034017374079,0.7803093823170655,0.7399313235046842,0.6652972436625559,0.5898555509230643,0.5719967760354638,0
0.7135597326890922,0.6903392982751992,0.6363862906897191,0.6923850514964819,0.6652576795374178,0.7205497245251938,0.7098897029588971,0.6291912712983012,0.5503682523726499,0.6238352572945831,0.6847058976020465,0.6975499168508585,1
0.33939236138699996,0.30573252180846894,0.2866617546140076,0.2940652611881778,0.29884057888067506,0.31773776441034973,0.3312843072080846,0.3295014535278615,0.3368995982847414,0.37363102335327103,0.399738708237971,0.38448598939447726,0
0.6591244862680858,0.6197347298465312,0.5656649321360427,0.565601874209581,0.5969202804432605,0.6518422400369396,0.7001682589374111,0.794244407404725,0.8797948611659985,0.8881073480251408,0.8228117528177958,0.7338594375949357,0
0.7063083533865409,0.6623333491475508,0.6642282454178374,0.7238408536787613,0.7222923810171555,0.7311522761556245,0.7273123638387136,0.7951161989047055,0.8671552323506257,0.8923856586321501,0.8140346827267315,0.7744431657111761,1
0.6478802118996142,0.7432155769370529,0.7008097139727826,0.6802895808586398,0.6793601929828091,0.7268120171362001,0.6741098005185489,0.6932593171878265,0.6973206345337591,0.6403233078304428,0.5484325787546311,0.5473939130455874,0
0.6421936429786317,0.6170566356521922,0.5425146573510142,0.4416368023309155,0.5259675376929177,0.6650508078839258,0.6522921057552984,0.605068043566547,0.5964526709926791,0.6916238913402775,0.7692919554689577,0.737232112921002,0
0.9534295868229054,0.9502297724990805,0.8878070351802724,0.9135673346041373,0.9157876570713126,0.8591439101957082,0.7331045928969767,0.7438313041108733,0.7578830799769051,0.8122185161016054,0.8639399863007093,0.9154282832346328,0
0.6139367545805291,0.4637251926271557,0.43880305468551667,0.43079005666199427,0.39303429771494,0.43781454689875265,0.49680726964932925,0.5387769842955561,0.5022837504131037,0.5727032344976993,0.673480256294448,0.7123687240383865,0
0.7422082051406625,0.7102514182305741,0.6776222528209661,0.7065720748567864,0.6350671913516277,0.5824659603754765,0.5669845281602124,0.5990130130208986,0.6320639141140529,0.759631591959893,0.8410018635670545,0.8185591612204712,0
0.7226763032686371,0.7226640140209001,0.7239161479885452,0.8036586930686545,0.7987238943494094,0.7563163102551137,0.6800551880649678,0.6523339840702274,0.6969158681559083,0.7693880218162804,0.7443631490560244,0.7759490511871121,1
0.7973013627078246,0.8227812924624757,0.8108064650178571,0.831035411372936,0.7999262765633729,0.7788304760813753,0.7699133777003292,0.7829952783953025,0.7588209199657078,0.7821835327389651,0.8018855879228428,0.8010886544388214,1
0.7277969271176578,0.7534300021904883,0.6899584711870754,0.682667425973049,0.6748546721506332,0.6771316732314056,0.6607445970422943,0.698545914623683,0.6863543350393263,0.5787279116856179,0.5083287453589136,0.5924757911212484,0
0.7088288202811688,0.7669888015366298,0.7699558058379261,0.7917655383849258,0.7958120964870479,0.775070418766532,0.7001420349605748,0.6710657046304933,0.6618399108391605,0.6815987897022119,0.700696527955038,0.6960043242577769,0
0.8962655973980675,0.7344131296951517,0.5658741543786554,0.5149973797528354,0.45843428885494153,0.46609495032364967,0.4778087177924267,0.5634484187234869,0.5996943805640762,0.6793806886804961,0.8027190136848849,0.8865762033659013,0
0.8475741386093634,0.6619524421809533,0.5195002106636221,0.5073705744056192,0.48694653745491867,0.48104097633491427,0.4755864809922455,0.5050588142731456,0.49916429707446364,0.5969471562597907,0.761239545238778,0.9199256695956466,0
0.37358074946854003,0.4021099739802916,0.4519864045827532,0.5173360669406419,0.5314532657383176,0.5158577648280046,0.49232251183517367,0.5005407792258685,0.549997579803189,0.5716778754546773,0.5254594452354354,0.45752893212537343,0
0.6229490830714516,0.6168870781050316,0.5685714055163472,0.5748754435177313,0.6376047439398536,0.681241999704067,0.656289529216876,0.8291237594917644,0.8750657766713302,0.8639812732719806,0.6952658408747118,0.6017335887853461,1
0.6483641088073442,0.6210519932717135,0.7253882714386714,0.8798192620280003,0.7816454418544463,0.6784085821827092,0.6401903617116531,0.6781877376444574,0.6701662174415668,0.657973270292689,0.616477132339114,0.6313764095131746,0
0.8187156561482464,0.6631598995103506,0.5868778624506548,0.5863635001274401,0.5661270108731198,0.5506629574964368,0.48197492949394033,0.46241672350388324,0.45366324693921345,0.5865232038101927,0.7723149994341567,0.8968783953961752,0
0.8569376859537678,0.8965900410070797,0.8839405663836769,0.9065720507160578,0.8847624720515481,0.7752448692259922,0.68163183110124,0.6639280288833047,0.6758448535386068,0.764294620051085,0.7834198993203928,0.7980509905591602,0
0.7163281473327718,0.7591913395631791,0.7937885483123749,0.8134910619722511,0.7853029472796836,0.8012850551036409,0.728840548104822,0.6375281370734895,0.5876219842325652,0.6135125936909919,0.6580383160995619,0.7388902321520079,1
0.5748839090866461,0.5720440577156,0.6367650044777972,0.7037611617207842,0.7430908235856405,0.745365268177432,0.7447595483876412,0.752870347617528,0.7204671422690583,0.7226741879985588,0.7706844266918706,0.6796025081552419,0
0.7543863582338849,0.6799703386966635,0.5775762473321687,0.5589586120902453,0.5721754983224209,0.7119484959304683,0.7446256164560686,0.7663039002905034,0.7137008876585712,0.7196615029995174,0.720144984100912,0.7376705572424886,0
0.7239016159630426,0.7437853667773702,0.646225803341832,0.6064624380731521,0.5540656846922024,0.5850288770667537,0.6271590071175658,0.7338684990318733,0.8560156009753708,0.9063252069789852,0.8388866344776424,0.7516146971642261,0
0.4990555228094027,0.48392213921531635,0.4805151327901305,0.5316342375449937,0.5219892600700722,0.5503345801609822,0.5739433645072084,0.5755683696419875,0.5444886319738607,0.5342659187446086,0.5110196799711292,0.48192892090221223,1
0.7267123377750918,0.7762307463111631,0.8036254513948886,0.8810326249917749,0.754172406384233,0.6529421672868223,0.5595187385253495,0.564287761247936,0.57737204510144,0.5775223527188864,0.6047704977846873,0.6637847754157515,0
0.6437656663856275,0.673698621498166,0.667314648622004,0.6976982760135944,0.716100901127772,0.7236120484141413,0.7047136392616095,0.7725701723740723,0.7464397274230924,0.7570510126602658,0.779507355980897,0.6986839993207967,0
0.5351322323985123,0.6638689955915892,0.6904799284322276,0.6990866509350417,0.6047496797610008,0.6114757719567516,0.6089462263172117,0.5878277477322429,0.7047626492471812,0.6408767938706255,0.4710130243996645,0.4083757555996049,0
